State_x,County_x,Obesity_Rate,FIPS,fast_food_density
MS,Monroe,40.9,28095,0.626370192
MS,Copiah,46.3,28029,0.572799206
MO,Taney,39.2,29213,1.069442511
MS,Washington,44.6,28151,0.723673463
MO,Crawford,38.7,29055,0.631871581
MO,Clinton,38.2,29049,0.145964086
MT,Lewis and Clark,30.1,30049,0.697717488
MO,Randolph,41.6,29175,0.491621941
MS,Bolivar,45.6,28011,0.763054848
MS,Clay,42.6,28025,0.826787949
MO,Dallas,40.6,29059,0.580753803
MS,Neshoba,42.4,28099,0.655262768
MS,Tishomingo,39.9,28141,0.778210104
MO,Barton,42.7,29011,0.690131128
MO,Newton,36.9,29145,0.530358791
MT,Glacier,36.2,30035,0.51493305
MO,Wright,40.9,29229,0.436562061
MS,Lee,40.6,28081,1.06475091
MO,Camden,33.5,29029,0.581721008
MO,Phelps,39.2,29161,0.788039804
MS,Pearl River,40.3,28109,0.590593457
MO,Washington,39.0,29221,0.406437963
MO,Linn,41.4,29115,0.422654271
MS,Quitman,50.3,28119,0.591715991
MS,Simpson,41.7,28127,0.788613915
MO,Lafayette,38.9,29107,0.696842968
MO,Johnson,40.0,29101,0.608642697
MS,Jones,43.4,28067,0.838321567
MO,DeKalb,42.3,29063,0.548245609
MO,Oregon,44.3,29149,0.480261266
MS,Union,39.8,28145,0.658213794
MO,Stone,40.0,29209,0.431233644
MO,Christian,36.7,29043,0.518449068
MO,Pettis,39.0,29159,0.776653349
MO,Saline,39.1,29195,0.656225383
MS,Lawrence,43.3,28077,0.400641024
MS,Covington,41.4,28031,0.756021142
MS,Marshall,44.4,28093,0.424917132
MS,Stone,41.4,28131,0.816993475
MT,Lake,33.9,30047,0.645452797
MS,Yalobusha,43.1,28161,0.333834082
MO,Pemiscot,43.8,29155,0.512820542
MS,Walthall,41.4,28147,0.629634798
MO,Wayne,41.4,29223,0.39157334
MS,Jasper,44.1,28061,0.244917959
MS,Leake,45.1,28079,0.747548461
MO,Lewis,39.9,29111,0.305810392
MS,Pike,46.1,28113,1.051362872
MS,Harrison,34.7,28047,0.790226102
MO,Jasper,35.8,29097,0.822043955
MT,Lincoln,30.9,30053,0.491569579
MO,Cass,35.1,29037,0.543040633
MO,Pike,43.3,29163,0.683682799
MS,Hancock,36.3,28045,0.583333313
MS,Leflore,45.8,28083,0.718029737
MO,Douglas,38.7,29067,0.224820137
MO,Laclede,44.1,29105,0.696475804
MO,Vernon,41.3,29217,0.441436142
MS,Montgomery,45.5,28097,0.931580603
MT,Madison,26.5,30057,0.446478397
MS,Tippah,42.2,28139,0.597756088
MS,Coahoma,48.4,28027,0.741977394
MO,Cole,36.7,29051,0.866244018
MS,Warren,41.8,28149,0.981244862
MO,Webster,38.6,29225,0.602122486
MS,Wayne,45.5,28153,0.738297999
MO,Audrain,40.2,29007,0.483189046
MS,Greene,42.6,28041,0.222601473
MO,Andrew,42.1,29003,0.227453649
MO,Morgan,43.1,29141,0.434446812
MT,Jefferson,29.4,30043,0.404530734
MO,Dade,44.5,29057,0.528541207
MO,Stoddard,45.2,29207,0.517223537
MS,Madison,37.2,28089,1.094777822
MO,McDonald,41.2,29119,0.436681211
MO,Monroe,41.4,29137,0.461254627
MO,St. Louis,36.7,29510,1.038149476
MS,Lauderdale,39.3,28075,1.084731102
MO,Clark,40.4,29045,0.439238667
MO,Jefferson,39.1,29099,0.600327551
MO,Perry,37.3,29157,0.520996153
MS,Choctaw,41.6,28019,0.496093273
MS,Hinds,47.0,28049,0.995762527
MS,Tallahatchie,45.3,28135,0.364777118
MS,Oktibbeha,41.1,28105,0.803390324
MT,Fergus,32.1,30027,0.630403459
MO,Lawrence,41.9,29109,0.523903072
MS,Marion,44.1,28091,0.818297148
MS,Lowndes,44.1,28087,0.840350568
MS,Forrest,43.9,28035,0.999880016
NM,Bernalillo,28.1,35001,0.883130431
NH,Hillsborough,29.8,33011,0.678233266
NE,Dakota,45.8,31043,0.697558522
NY,Hamilton,37.3,36041,1.150748014
NY,Broome,33.3,36007,0.791891038
NM,Torrance,34.8,35057,0.387446731
NY,Franklin,36.6,36033,0.640448332
NM,Otero,38.8,35035,0.456103683
NH,Merrimack,30.7,33013,0.668317795
NM,Colfax,35.6,35007,0.586903691
NM,Santa Fe,23.1,35049,0.730522692
NE,Kearney,38.3,31099,0.450992197
NE,Dawson,41.4,31047,0.72309655
NY,Dutchess,34.3,36027,0.886485517
NY,Clinton,41.8,36019,0.68941313
NE,Lancaster,33.1,31109,0.863870263
NH,Strafford,32.9,33017,0.669033647
NE,Furnas,41.4,31065,0.64474535
NY,Madison,34.4,36053,0.624308288
NM,Sierra,33.7,35051,0.644152045
NE,Saunders,36.2,31155,0.273635238
NE,Box Butte,40.5,31013,0.560957372
NM,Eddy,39.1,35015,0.667602479
NJ,Cumberland,36.8,34011,0.571397483
NM,Do̱a Ana,36.0,35013,0.619175434
NM,Taos,29.0,35055,0.889761627
NE,Jefferson,39.9,31095,0.563459635
NM,Cibola,38.3,35006,0.531228662
NJ,Ocean,33.2,34029,0.722847998
NV,White Pine,33.4,32033,0.633847475
NE,Saline,40.8,31151,0.428969771
NH,Belknap,30.3,33001,0.89356792
NM,San Juan,38.1,35045,0.875827193
NH,Rockingham,31.7,33015,0.963678956
NE,Seward,41.7,31159,0.640055835
MT,Roosevelt,40.6,30085,0.638453126
NJ,Union,28.0,34039,0.788629353
NJ,Hunterdon,26.5,34019,0.673093081
NE,Washington,37.8,31177,0.430601418
NE,Cherry,42.0,31031,0.69192183
NM,Chaves,42.0,35005,0.664492905
NY,Chemung,34.2,36015,0.593062401
NY,Genesee,35.3,36037,0.614099741
NJ,Warren,29.1,34041,0.738468528
MT,Valley,36.1,30105,0.815328181
NH,Grafton,28.8,33009,0.849036813
NE,Sheridan,36.3,31161,0.5825243
NV,Douglas,30.5,32005,0.774119973
NY,Bronx,37.2,36005,0.675163567
NE,Scotts Bluff,42.0,31157,0.849882424
NM,San Miguel,35.1,35047,0.699970543
NY,Jefferson,37.4,36045,0.730838597
NY,Erie,32.7,36029,0.829662025
NJ,Salem,36.3,34033,0.640502155
NM,Valencia,35.5,35061,0.567200363
NE,Cass,38.1,31025,0.419335157
NM,Quay,36.0,35037,0.853970945
NJ,Monmouth,29.3,34025,0.937933087
NY,Kings,26.9,36047,0.849963009
NE,Dawes,39.5,31045,0.478411674
NY,Cortland,34.0,36023,0.805545568
NY,Montgomery,36.0,36057,0.69147855
NH,Cheshire,31.2,33005,0.590334237
NY,Lewis,35.9,36049,0.420055747
NV,Churchill,33.6,32001,0.670267701
NJ,Bergen,25.8,34003,0.902843297
NH,Coos,35.9,33007,0.73779434
MT,Ravalli,32.7,30081,0.488867164
NV,Nye,32.0,32023,0.665917516
NJ,Somerset,26.9,34035,0.807698011
NE,Richardson,44.2,31147,0.641766131
NH,Carroll,28.5,33003,0.752537251
NJ,Sussex,29.3,34037,0.535706639
MT,Sanders,35.3,30089,0.24677141
NM,Socorro,35.0,35053,0.483646691
MT,Yellowstone,34.6,30111,0.773053586
NH,Sullivan,32.3,33019,0.46224606
NM,Rio Arriba,38.8,35039,0.623036802
NY,Fulton,36.3,36035,0.738468528
NM,Sandoval,31.1,35043,0.496964484
NM,Los Alamos,22.4,35028,0.822114885
NE,Cheyenne,41.2,31033,0.548787177
NJ,Mercer,30.7,34021,0.776061356
NV,Clark,32.8,32003,0.891637743
NE,Buffalo,43.4,31019,0.937861681
NJ,Gloucester,36.3,34015,0.750225902
NE,Red Willow,39.5,31145,0.564599633
NE,Holt,39.2,31089,0.602651656
NE,Morrill,38.9,31123,0.864864886
NE,Chase,38.5,31029,0.78125
NE,Custer,38.7,31041,0.470543951
NJ,Atlantic,33.2,34001,0.764418423
NY,Chenango,37.5,36017,0.534988225
NY,Delaware,35.9,36025,0.523464859
NJ,Burlington,32.6,34005,0.745640337
NE,Otoe,37.2,31131,0.751644194
NY,Allegany,34.3,36003,0.39484942
NM,Curry,34.9,35009,0.573852777
MT,Phillips,39.4,30071,0.76550138
NE,Wayne,37.3,31179,1.053518772
NY,Niagara,34.6,36063,0.748574853
NY,Monroe,36.1,36055,0.767984867
NE,Gage,42.6,31067,0.559936523
NY,New York,21.2,36061,1.630284071
NV,Mineral,35.0,32021,0.664010644
NM,Union,35.4,35059,1.490312934
NY,Chautauqua,34.7,36013,0.745842338
NE,Nemaha,40.9,31127,0.567859173
NM,Roosevelt,34.3,35041,0.599455059
NY,Cattaraugus,36.5,36009,0.645901144
NE,Platte,36.4,31141,0.839227915
MT,Silver Bow,29.8,30093,0.966458201
NV,Lander,33.8,32015,0.906782746
NE,Cedar,40.4,31027,0.475398153
NV,Elko,35.5,32007,0.773497343
NE,Hall,38.0,31079,0.802910149
NE,Hamilton,41.7,31081,0.54130131
NY,Greene,32.4,36039,0.657099843
NE,Phelps,43.2,31137,0.777259588
NJ,Cape May,31.7,34009,1.92253077
NE,Madison,40.3,31119,0.804297268
NM,Lea,35.5,35025,0.779618561
NE,Valley,40.2,31175,0.731172323
NJ,Hudson,30.7,34017,0.798015654
NM,McKinley,37.4,35031,0.762453377
NJ,Essex,29.1,34013,0.727044702
NJ,Passaic,31.7,34031,0.7314412
MT,Rosebud,39.7,30087,0.679040313
MT,Richland,35.7,30083,1.08666122
NV,Washoe,29.8,32031,0.802797019
NV,Humboldt,33.8,32013,0.707463741
NY,Columbia,33.0,36021,0.755870581
NE,Antelope,40.8,31003,0.638569593
NY,Essex,36.0,36031,0.758992732
NE,Lincoln,39.4,31111,0.873438716
NE,York,38.9,31185,0.740137637
NM,Lincoln,30.5,35027,0.852600455
NE,Merrick,40.1,31121,0.640286863
MT,Park,27.7,30067,1.133651495
NE,Adams,40.7,31001,0.925896347
NY,Nassau,26.9,36059,1.024913192
NY,Livingston,32.4,36051,0.737203121
NM,Grant,35.0,35017,0.592438996
NE,Douglas,35.8,31055,0.834012389
NM,Luna,38.7,35029,0.75298053
NE,Colfax,38.8,31037,0.377821863
NJ,Middlesex,26.9,34023,0.80220145
NE,Cuming,39.7,31039,0.568310976
NJ,Camden,32.8,34007,0.785305679
NE,Sarpy,38.4,31153,0.640699804
NJ,Morris,25.9,34027,0.832846344
NE,Pierce,41.4,31139,0.556792855
NE,Dodge,38.7,31053,0.690188289
NY,Albany,33.5,36001,1.10652256
NV,Lyon,35.9,32019,0.41152969
NV,Carson City,32.6,32510,0.749544919
NY,Cayuga,41.0,36011,0.618185163
NE,Keith,37.0,31101,1.002129555
ND,Walsh,38.5,38099,0.383251905
OH,Jackson,43.7,39079,0.861724079
OH,Crawford,44.0,39033,0.749915361
NC,Randolph,32.5,37151,0.629509449
NC,New Hanover,32.4,37129,0.94669354
ND,Mercer,36.3,38057,0.734034717
NC,Hertford,43.4,37091,0.908776164
NC,Wake,25.6,37183,0.846970379
OH,Columbiana,47.0,39029,0.801044345
OH,Erie,36.7,39043,1.030941844
NC,Wayne,39.1,37191,0.75826633
NC,Mecklenburg,34.1,37119,0.828206837
OH,Lawrence,44.9,39087,0.710768163
NC,Cabarrus,34.6,37025,0.835293651
NC,Pamlico,36.6,37137,0.707825422
NC,Buncombe,26.2,37021,1.001984954
NC,Robeson,41.9,37155,0.58461988
NC,Currituck,33.2,37053,0.860525966
NY,Oneida,38.2,36065,0.690577328
NC,Durham,32.5,37063,0.922683954
NC,Chowan,39.4,37041,0.796235979
NY,Ontario,34.1,36069,0.753921747
OH,Hancock,37.0,39063,0.87525028
NC,Avery,33.1,37011,0.682943463
ND,Rolette,45.4,38079,0.3529827
OH,Auglaize,42.6,39011,0.744308233
NC,Caldwell,35.0,37027,0.730816066
OH,Franklin,36.1,39049,0.916486502
NY,Otsego,35.5,36077,0.562170982
NY,Orleans,36.2,36073,0.350192606
ND,Ward,37.4,38101,0.77410686
NC,Lincoln,33.2,37109,0.681067467
OH,Lucas,42.4,39095,0.919928849
NC,Rockingham,37.8,37157,0.701100945
NC,Granville,37.5,37077,0.512515306
NC,Pasquotank,36.0,37139,0.94124639
NC,Clay,32.7,37043,0.260756195
ND,Grand Forks,37.4,38035,0.69083637
NY,Rensselaer,34.6,36083,0.765299678
ND,McKenzie,35.5,38053,0.590473711
NY,Putnam,30.1,36079,0.751025021
NC,Lee,38.4,37105,0.753772855
OH,Lake,40.9,39085,0.836349845
NC,Moore,32.1,37125,0.715999663
OH,Meigs,48.7,39105,0.749625206
NC,Davie,34.0,37059,0.554451764
NC,Swain,36.8,37173,1.198956251
ND,Burleigh,39.2,38015,0.706772566
NC,Edgecombe,40.5,37065,0.49184522
NC,Alleghany,36.6,37005,0.625334978
ND,Bowman,37.2,38011,1.339584708
NY,Tioga,35.2,36107,0.459251851
NC,Transylvania,32.8,37175,0.550756574
NY,Suffolk,29.8,36103,0.944194198
NC,Martin,38.5,37117,0.946884274
NC,Ashe,33.9,37009,0.625782251
OH,Champaign,39.7,39021,0.48767966
ND,Traill,38.2,38097,0.502575696
NC,Union,31.1,37179,0.54791832
NY,Wayne,37.2,36117,0.749952435
OH,Fulton,42.4,39051,0.740051091
NY,Warren,34.7,36113,0.988142312
NY,Wyoming,35.8,36121,0.608133793
NY,Saratoga,32.1,36091,0.703436434
NY,Rockland,32.0,36087,0.827649653
NY,Schoharie,37.6,36095,0.353334188
ND,Mountrail,39.7,38061,0.666539729
NY,Ulster,32.2,36111,0.821535468
NY,Seneca,37.4,36099,0.706069231
NC,Nash,42.1,37127,0.737937331
NC,Dare,29.5,37055,1.811063409
NC,Columbus,39.2,37047,0.785330772
NC,Davidson,34.5,37057,0.531808019
NC,Northampton,40.3,37131,0.314333618
NC,Cumberland,39.6,37051,0.894863904
OH,Allen,47.1,39003,0.921749353
OH,Delaware,32.2,39041,0.941213906
OH,Geauga,36.3,39055,0.611122429
OH,Mahoning,39.7,39099,0.911202013
OH,Fairfield,39.0,39045,0.669968486
NC,Wilson,39.2,37195,0.792885959
OH,Logan,38.7,39091,0.728058934
NC,Scotland,41.1,37165,0.692900658
NC,Vance,41.2,37181,0.64850843
OH,Ashtabula,43.1,39007,0.828903854
NC,Mitchell,34.1,37121,0.671997845
NC,Orange,26.3,37135,0.650670469
NC,Duplin,39.4,37061,0.629315913
OH,Knox,35.8,39083,0.865065753
ND,Cass,34.1,38017,0.793892443
NC,Stokes,33.1,37169,0.480947912
ND,Wells,37.9,38103,0.808843374
NC,Yancey,32.3,37199,0.442013383
NC,Jackson,32.4,37099,0.658596933
OH,Madison,41.7,39097,0.516169548
OH,Lorain,39.6,39093,0.679112792
NC,Macon,31.3,37113,0.69456023
NC,Washington,41.0,37187,0.783630848
OH,Defiance,42.2,39039,0.847053826
OH,Darke,40.1,39037,0.527292252
OH,Guernsey,41.5,39059,0.928337514
OH,Marion,45.2,39101,0.725084841
NC,Warren,42.0,37185,0.409794092
NC,Beaufort,38.3,37013,0.807256818
NC,Richmond,39.8,37153,0.631597936
NC,Stanly,34.3,37167,0.72739923
NY,Onondaga,35.1,36067,0.857987761
NC,Catawba,34.1,37035,0.854610205
NY,Oswego,38.5,36075,0.653223991
NC,Craven,36.1,37049,0.898916364
NC,Franklin,38.0,37069,0.500981092
ND,Stark,39.3,38089,0.654062986
NC,Sampson,38.5,37163,0.552207232
OH,Fayette,40.6,39047,1.154693961
OH,Clermont,40.1,39025,0.69896698
OH,Harrison,41.4,39067,0.66604501
NC,Guilford,33.5,37081,0.830680013
NC,Anson,43.1,37007,0.705482006
ND,Williams,37.7,38105,0.671834648
OH,Medina,36.0,39103,0.690943658
ND,Bottineau,39.3,38009,0.636233509
ND,Barnes,37.8,38003,0.769082844
NC,Madison,31.9,37115,0.643974245
OH,Hocking,42.7,39073,0.569496334
OH,Carroll,40.7,39019,0.557682991
NC,Johnston,36.2,37101,0.596542835
ND,McLean,36.4,38055,0.42480883
NC,Forsyth,31.8,37067,0.765938163
NC,Gaston,36.5,37071,0.759153962
OH,Jefferson,40.1,39081,0.66215986
OH,Greene,39.2,39057,0.864085793
OH,Ashland,40.5,39005,0.618417621
NC,Onslow,32.1,37133,0.794339597
NC,Pitt,37.3,37147,0.891080439
OH,Highland,43.1,39071,0.623498976
NC,Yadkin,36.1,37197,0.372093022
NC,Alexander,33.8,37003,0.400630325
NC,Bladen,38.6,37017,0.729239464
NY,Richmond,29.4,36085,0.698466539
NY,Queens,24.7,36081,0.927747548
NC,Haywood,31.5,37087,0.746363461
OH,Cuyahoga,37.8,39035,0.955302715
NC,Rowan,33.9,37159,0.60352993
NC,Perquimans,33.8,37143,0.365844727
ND,Foster,39.9,38031,1.263823032
NC,Cherokee,31.5,37039,0.756715834
NC,Alamance,38.0,37001,0.747026503
ND,Richland,41.9,38077,0.557068586
OH,Belmont,43.0,39013,0.834192812
NY,Washington,36.0,36115,0.610500634
OH,Huron,41.9,39077,0.724400222
NY,Tompkins,33.0,36109,0.692671537
OH,Henry,42.8,39069,0.817722261
NY,Sullivan,34.8,36105,0.804728091
OH,Holmes,42.7,39075,0.29542768
NY,Steuben,36.6,36101,0.570480764
NC,Lenoir,40.4,37107,0.879396975
NC,Burke,32.0,37023,0.696763933
NY,Orange,37.3,36071,0.789130747
NC,Surry,35.3,37171,0.68356514
NY,Yates,35.3,36123,0.403551251
OH,Butler,36.5,39017,0.816807032
NY,Westchester,26.6,36119,0.824185491
NY,Schenectady,34.3,36093,0.740225792
NY,St. Lawrence,37.1,36089,0.494472176
NY,Schuyler,37.6,36097,0.508905828
NC,Wilkes,35.2,37193,0.617256761
NC,Hoke,35.6,37093,0.286584288
NC,Chatham,30.7,37037,0.58087343
OH,Hardin,45.3,39065,0.667323411
NC,Polk,32.2,37149,0.665715635
OH,Coshocton,40.5,39031,0.658454299
NC,Brunswick,30.9,37019,0.751481175
NC,Caswell,35.5,37033,0.356458575
NC,Greene,41.2,37079,0.286697239
OH,Clinton,41.6,39027,0.572505414
ND,Morton,35.8,38059,0.571374178
OH,Mercer,37.8,39107,0.775306463
NC,Pender,31.3,37141,0.587589502
NC,McDowell,33.3,37111,0.698964655
NC,Person,40.5,37145,0.651221037
NC,Montgomery,37.5,37123,0.770981729
NC,Graham,34.0,37075,0.354024082
OH,Adams,45.2,39001,0.762776494
NC,Bertie,43.5,37015,0.42753312
NC,Iredell,33.5,37097,0.775152087
OH,Athens,38.3,39009,1.05374074
NC,Camden,34.3,37029,0.273124546
OH,Gallia,40.1,39053,0.973089039
ND,Ramsey,36.0,38071,0.790305614
NC,Harnett,39.4,37085,0.612879217
NC,Cleveland,37.8,37045,0.76740545
ND,Stutsman,40.2,38093,0.439067215
OH,Clark,41.8,39023,0.793454766
NC,Henderson,33.9,37089,0.565663397
NC,Watauga,33.7,37189,0.584681332
NC,Halifax,41.2,37083,0.949897945
NC,Carteret,31.6,37031,0.948848426
NC,Rutherford,36.7,37161,0.506887734
OH,Licking,36.0,39089,0.696238041
ND,Griggs,37.0,38039,1.359311223
OH,Hamilton,38.6,39061,0.858206451
OH,Brown,42.6,39015,0.506748974
RI,Kent,32.9,44003,0.801720083
OR,Deschutes,27.0,41017,0.783073723
OH,Pickaway,42.9,39129,0.681918919
OR,Crook,33.0,41013,0.358494312
OH,Sandusky,42.2,39143,0.754057348
OK,Atoka,42.8,40005,0.503162742
OK,Creek,39.4,40037,0.489613205
OK,Grady,41.0,40051,0.482953519
PA,Bedford,35.3,42009,0.522826612
OH,Morgan,41.8,39115,0.349528134
OK,Carter,40.7,40019,0.744524658
PA,Armstrong,37.9,42005,0.405224264
PA,Crawford,37.8,42039,0.573497236
PA,Franklin,39.2,42055,0.648945928
OK,Stephens,42.3,40137,0.556844532
SC,Greenville,30.0,45045,0.860116482
OR,Benton,26.4,41003,0.740033686
OK,Kay,44.0,40071,0.808799744
OR,Josephine,32.8,41033,0.635980606
OK,Beckham,42.7,40009,1.071362019
OR,Marion,39.4,41047,0.727368534
SC,Edgefield,39.1,45037,0.258112103
OK,Love,43.5,40085,0.488758564
OR,Jackson,35.9,41029,0.712212205
OR,Washington,29.6,41067,0.685982406
PA,Mercer,35.7,42085,0.718595982
OR,Wallowa,30.4,41063,0.835538208
OR,Hood River,30.5,41027,1.116838455
OK,Logan,42.2,40083,0.26651907
PA,Philadelphia,34.5,42101,0.898328602
SC,Fairfield,41.1,45039,0.407996744
OH,Seneca,47.1,39147,0.47326076
OK,Custer,38.8,40039,0.767941892
OK,Sequoyah,41.2,40135,0.625932872
PA,Cambria,37.1,42021,0.73053968
OK,Jackson,42.7,40065,0.617156982
PA,Perry,34.9,42099,0.389509231
PA,Erie,36.9,42049,0.700379252
OH,Vinton,41.2,39163,0.462534696
PA,Westmoreland,31.4,42129,0.723161638
OK,Osage,40.3,40113,0.40735817
OH,Shelby,37.9,39149,0.641330659
OH,Portage,38.5,39133,0.781139493
PA,Sullivan,36.6,42113,1.014713287
PA,Jefferson,35.8,42065,0.649531424
PA,Schuylkill,39.0,42107,0.469053149
OR,Multnomah,28.9,41051,0.877841473
OK,Delaware,43.0,40041,0.301372409
OK,Pawnee,40.7,40117,0.610463321
OK,Lincoln,42.3,40081,0.570694804
OK,Noble,40.5,40103,0.629892945
RI,Washington,25.0,44009,0.763443768
OH,Monroe,43.0,39111,0.662446618
PA,Clinton,35.3,42035,0.579603255
OR,Tillamook,30.8,41057,0.4372859
PA,Snyder,36.5,42109,0.719299555
OR,Polk,34.4,41053,0.547045946
PA,Adams,37.3,42001,0.603453338
PA,Washington,38.2,42125,0.77368319
OR,Lincoln,32.0,41041,0.553545654
PA,Huntingdon,35.8,42061,0.470957607
OR,Clackamas,29.0,41005,0.578753114
PA,Delaware,31.4,42045,0.758707941
OK,Okmulgee,44.2,40111,0.549249351
SC,Barnwell,43.4,45011,0.865176618
OH,Wayne,40.1,39169,0.648261786
RI,Bristol,25.6,44001,0.744570851
OH,Warren,34.1,39165,0.629162967
OK,Tillman,42.4,40141,0.553326905
OR,Clatsop,30.3,41007,0.915320516
OR,Coos,31.1,41011,0.587226272
OH,Perry,42.9,39127,0.414193004
OR,Linn,34.8,41043,0.595174491
OK,Payne,38.5,40119,0.795058429
OH,Morrow,42.6,39117,0.423597187
SC,Allendale,44.5,45005,0.480134428
OH,Pike,40.6,39131,0.577721596
PA,Warren,34.6,42123,0.513993502
OR,Lane,32.5,41039,0.778096318
OK,Kingfisher,41.3,40073,0.506136894
RI,Newport,27.6,44005,1.014223576
OK,Seminole,43.0,40133,0.6186077
PA,Bradford,34.9,42015,0.54798162
OR,Umatilla,37.8,41059,0.553040445
OH,Miami,39.8,39109,0.799880922
PA,Clarion,35.7,42031,0.678762555
SC,Florence,38.8,45041,0.806756377
SC,Abbeville,38.7,45001,0.573676467
OH,Montgomery,41.5,39113,0.944301248
OR,Grant,30.9,41023,0.417827308
PA,Dauphin,34.3,42043,0.836090505
OH,Noble,44.8,39121,0.696184933
SC,Colleton,44.8,45029,0.773725331
OH,Wyandot,40.0,39175,0.783013225
PA,Carbon,34.4,42025,0.530578494
OK,Pontotoc,43.3,40123,0.703179955
RI,Providence,32.4,44007,0.818478465
PA,Lawrence,35.8,42073,0.63467437
PA,Greene,36.0,42059,0.982566476
OH,Ottawa,41.2,39123,0.919186175
OK,Major,41.6,40093,0.395830572
PA,Monroe,37.7,42089,0.652350247
SC,Georgetown,33.9,45043,0.599813759
OK,Hughes,47.6,40063,0.457108021
OH,Van Wert,42.3,39161,0.781277716
SC,Dillon,42.3,45033,0.724470615
OK,Ottawa,44.0,40115,0.453382552
OK,Adair,43.6,40001,0.546572506
PA,Union,35.3,42119,0.609563351
OK,Caddo,41.0,40015,0.522939622
PA,Columbia,37.2,42037,0.77110517
OK,Choctaw,45.4,40023,0.614502251
OH,Williams,41.5,39171,0.793108165
OH,Tuscarawas,43.7,39157,0.806311011
OK,Woodward,42.0,40153,0.858065844
OR,Douglas,35.1,41019,0.610610247
OR,Malheur,38.3,41045,0.548687994
PA,Lancaster,35.7,42071,0.646292865
SC,Berkeley,36.6,45015,0.546640277
OR,Morrow,37.4,41049,0.256410271
OR,Curry,31.7,41015,0.600729465
PA,Forest,40.4,42053,0.430725068
PA,Pike,33.9,42103,0.428021103
PA,Lackawanna,33.2,42069,0.794300199
OK,Pottawatomie,42.6,40125,0.849338353
OK,Texas,41.3,40139,0.550082505
OR,Baker,34.3,41001,0.491279781
SC,Aiken,37.0,45003,0.717198312
PA,Tioga,38.8,42117,0.470518321
OK,Murray,44.4,40099,0.788247943
OK,Johnston,43.7,40069,0.277161866
PA,York,35.3,42133,0.71040386
SC,Chester,42.0,45023,0.527426183
SC,Darlington,41.4,45031,0.57135123
OR,Wasco,32.9,41065,0.719615221
OR,Union,35.6,41061,0.677940547
OK,Pittsburg,41.4,40121,0.663934588
PA,Beaver,37.2,42007,0.738120854
OH,Richland,39.8,39139,0.744472265
OR,Jefferson,34.9,41031,0.482780814
OH,Paulding,39.4,39125,0.536250532
OK,Okfuskee,44.6,40107,0.254993618
PA,Montgomery,31.2,42091,0.775901258
OK,Garfield,42.3,40047,0.788578749
PA,Wyoming,35.8,42131,0.564822853
PA,Susquehanna,33.2,42115,0.474928766
PA,Centre,34.7,42027,0.681131423
PA,Berks,35.0,42011,0.638929069
OH,Washington,44.7,39167,0.871722639
PA,Cumberland,33.0,42041,0.777778208
SC,Beaufort,27.9,45013,0.725763559
SC,Cherokee,32.3,45021,0.645543993
OK,Rogers,40.9,40131,0.504535437
PA,Clearfield,36.9,42033,0.585152388
OK,Le Flore,42.7,40079,0.42054671
PA,Bucks,30.4,42017,0.759569883
OK,Oklahoma,39.4,40109,0.970099807
PA,Fayette,34.8,42051,0.757067263
PA,Juniata,36.1,42067,0.284333229
OK,Tulsa,37.0,40143,0.913944721
OK,Coal,43.2,40029,0.536960781
OH,Preble,38.5,39135,0.563228548
PA,Mifflin,38.7,42087,0.521014214
OK,Washington,41.6,40147,0.61276859
OK,McCurtain,45.1,40089,0.457707793
SC,Calhoun,38.4,45017,0.343548179
OK,Blaine,43.6,40011,0.63512224
OK,Bryan,41.2,40013,0.59186089
OH,Muskingum,41.2,39119,0.918391049
PA,Lycoming,35.6,42081,0.706657588
OH,Wood,35.7,39173,0.84659797
PA,Somerset,36.6,42111,0.466289967
SC,Anderson,38.5,45007,0.748704433
OK,Pushmataha,43.5,40127,0.364630818
PA,Wayne,35.2,42127,0.37136212
OK,Cleveland,36.9,40027,0.794242442
PA,Northumberland,37.7,42097,0.587205589
OK,Woods,40.7,40151,0.57557267
OH,Trumbull,44.6,39155,0.772357702
PA,Elk,37.8,42047,0.472861141
PA,Indiana,40.1,42063,0.549818337
SC,Charleston,28.8,45019,0.909132242
SC,Clarendon,45.6,45027,0.508753538
OR,Columbia,36.9,41009,0.453892112
OH,Ross,42.2,39141,0.706621289
OK,Comanche,43.8,40031,0.73493588
SC,Chesterfield,39.8,45025,0.526246548
OK,Marshall,43.7,40095,0.525885224
PA,McKean,36.3,42083,0.669427037
PA,Allegheny,32.0,42003,0.880829632
OK,Craig,43.6,40035,0.563618422
OK,Canadian,42.4,40017,0.613609076
PA,Butler,32.7,42019,0.713775873
OR,Yamhill,34.5,41071,0.464407802
OH,Union,37.4,39159,0.483164221
OH,Stark,38.3,39151,0.916781127
OR,Klamath,38.4,41035,0.741936862
OK,Garvin,42.4,40049,0.866707623
OR,Harney,34.8,41025,0.949410021
PA,Lehigh,34.3,42077,0.717364013
OR,Gilliam,31.8,41021,1.518987298
OK,Cherokee,44.3,40021,0.489606082
PA,Montour,35.3,42093,0.60968852
OR,Lake,34.1,41037,0.629009962
SC,Dorchester,36.4,45035,0.555096328
OK,Mayes,43.1,40097,0.704704523
OK,Haskell,43.7,40061,0.316155553
PA,Potter,38.2,42105,0.486233503
PA,Lebanon,37.3,42075,0.57177949
OK,Wagoner,43.5,40145,0.349713594
PA,Chester,29.5,42029,0.645456433
