State_x,County_x,Obesity_Rate,FIPS,State_y,County_y,fast_food_density
NC,Rowan,33.9,37159,NC,Rowan,0.60352993
NC,Perquimans,33.8,37143,NC,Perquimans,0.365844727
ND,Foster,39.9,38031,ND,Foster,1.263823032
NC,Cherokee,31.5,37039,NC,Cherokee,0.756715834
NC,Alamance,38.0,37001,NC,Alamance,0.747026503
ND,Richland,41.9,38077,ND,Richland,0.557068586
OH,Belmont,43.0,39013,OH,Belmont,0.834192812
NY,Washington,36.0,36115,NY,Washington,0.610500634
OH,Huron,41.9,39077,OH,Huron,0.724400222
NY,Tompkins,33.0,36109,NY,Tompkins,0.692671537
OH,Henry,42.8,39069,OH,Henry,0.817722261
NY,Sullivan,34.8,36105,NY,Sullivan,0.804728091
OH,Holmes,42.7,39075,OH,Holmes,0.29542768
NY,Steuben,36.6,36101,NY,Steuben,0.570480764
NC,Lenoir,40.4,37107,NC,Lenoir,0.879396975
NC,Burke,32.0,37023,NC,Burke,0.696763933
NY,Orange,37.3,36071,NY,Orange,0.789130747
NC,Surry,35.3,37171,NC,Surry,0.68356514
NY,Yates,35.3,36123,NY,Yates,0.403551251
OH,Butler,36.5,39017,OH,Butler,0.816807032
NY,Westchester,26.6,36119,NY,Westchester,0.824185491
NY,Schenectady,34.3,36093,NY,Schenectady,0.740225792
NY,St. Lawrence,37.1,36089,NY,St. Lawrence,0.494472176
NY,Schuyler,37.6,36097,NY,Schuyler,0.508905828
NC,Wilkes,35.2,37193,NC,Wilkes,0.617256761
NC,Hoke,35.6,37093,NC,Hoke,0.286584288
NC,Chatham,30.7,37037,NC,Chatham,0.58087343
OH,Hardin,45.3,39065,OH,Hardin,0.667323411
NC,Polk,32.2,37149,NC,Polk,0.665715635
OH,Coshocton,40.5,39031,OH,Coshocton,0.658454299
NC,Brunswick,30.9,37019,NC,Brunswick,0.751481175
NC,Caswell,35.5,37033,NC,Caswell,0.356458575
NC,Greene,41.2,37079,NC,Greene,0.286697239
OH,Clinton,41.6,39027,OH,Clinton,0.572505414
ND,Morton,35.8,38059,ND,Morton,0.571374178
OH,Mercer,37.8,39107,OH,Mercer,0.775306463
NC,Pender,31.3,37141,NC,Pender,0.587589502
NC,McDowell,33.3,37111,NC,McDowell,0.698964655
NC,Person,40.5,37145,NC,Person,0.651221037
NC,Montgomery,37.5,37123,NC,Montgomery,0.770981729
NC,Graham,34.0,37075,NC,Graham,0.354024082
OH,Adams,45.2,39001,OH,Adams,0.762776494
NC,Bertie,43.5,37015,NC,Bertie,0.42753312
NC,Iredell,33.5,37097,NC,Iredell,0.775152087
OH,Athens,38.3,39009,OH,Athens,1.05374074
NC,Camden,34.3,37029,NC,Camden,0.273124546
OH,Gallia,40.1,39053,OH,Gallia,0.973089039
ND,Ramsey,36.0,38071,ND,Ramsey,0.790305614
NC,Harnett,39.4,37085,NC,Harnett,0.612879217
NC,Cleveland,37.8,37045,NC,Cleveland,0.76740545
ND,Stutsman,40.2,38093,ND,Stutsman,0.439067215
OH,Clark,41.8,39023,OH,Clark,0.793454766
NC,Henderson,33.9,37089,NC,Henderson,0.565663397
NC,Watauga,33.7,37189,NC,Watauga,0.584681332
NC,Halifax,41.2,37083,NC,Halifax,0.949897945
NC,Carteret,31.6,37031,NC,Carteret,0.948848426
NC,Rutherford,36.7,37161,NC,Rutherford,0.506887734
OH,Licking,36.0,39089,OH,Licking,0.696238041
ND,Griggs,37.0,38039,ND,Griggs,1.359311223
OH,Hamilton,38.6,39061,OH,Hamilton,0.858206451
OH,Brown,42.6,39015,OH,Brown,0.506748974
RI,Kent,32.9,44003,RI,Kent,0.801720083
OR,Deschutes,27.0,41017,OR,Deschutes,0.783073723
OH,Pickaway,42.9,39129,OH,Pickaway,0.681918919
OR,Crook,33.0,41013,OR,Crook,0.358494312
OH,Sandusky,42.2,39143,OH,Sandusky,0.754057348
OK,Atoka,42.8,40005,OK,Atoka,0.503162742
OK,Creek,39.4,40037,OK,Creek,0.489613205
OK,Grady,41.0,40051,OK,Grady,0.482953519
PA,Bedford,35.3,42009,PA,Bedford,0.522826612
OH,Morgan,41.8,39115,OH,Morgan,0.349528134
OK,Carter,40.7,40019,OK,Carter,0.744524658
PA,Armstrong,37.9,42005,PA,Armstrong,0.405224264
PA,Crawford,37.8,42039,PA,Crawford,0.573497236
PA,Franklin,39.2,42055,PA,Franklin,0.648945928
OK,Stephens,42.3,40137,OK,Stephens,0.556844532
SC,Greenville,30.0,45045,SC,Greenville,0.860116482
OR,Benton,26.4,41003,OR,Benton,0.740033686
OK,Kay,44.0,40071,OK,Kay,0.808799744
OR,Josephine,32.8,41033,OR,Josephine,0.635980606
OK,Beckham,42.7,40009,OK,Beckham,1.071362019
OR,Marion,39.4,41047,OR,Marion,0.727368534
SC,Edgefield,39.1,45037,SC,Edgefield,0.258112103
OK,Love,43.5,40085,OK,Love,0.488758564
OR,Jackson,35.9,41029,OR,Jackson,0.712212205
OR,Washington,29.6,41067,OR,Washington,0.685982406
PA,Mercer,35.7,42085,PA,Mercer,0.718595982
OR,Wallowa,30.4,41063,OR,Wallowa,0.835538208
OR,Hood River,30.5,41027,OR,Hood River,1.116838455
OK,Logan,42.2,40083,OK,Logan,0.26651907
PA,Philadelphia,34.5,42101,PA,Philadelphia,0.898328602
SC,Fairfield,41.1,45039,SC,Fairfield,0.407996744
OH,Seneca,47.1,39147,OH,Seneca,0.47326076
OK,Custer,38.8,40039,OK,Custer,0.767941892
OK,Sequoyah,41.2,40135,OK,Sequoyah,0.625932872
PA,Cambria,37.1,42021,PA,Cambria,0.73053968
OK,Jackson,42.7,40065,OK,Jackson,0.617156982
PA,Perry,34.9,42099,PA,Perry,0.389509231
PA,Erie,36.9,42049,PA,Erie,0.700379252
OH,Vinton,41.2,39163,OH,Vinton,0.462534696
PA,Westmoreland,31.4,42129,PA,Westmoreland,0.723161638
OK,Osage,40.3,40113,OK,Osage,0.40735817
OH,Shelby,37.9,39149,OH,Shelby,0.641330659
OH,Portage,38.5,39133,OH,Portage,0.781139493
PA,Sullivan,36.6,42113,PA,Sullivan,1.014713287
PA,Jefferson,35.8,42065,PA,Jefferson,0.649531424
PA,Schuylkill,39.0,42107,PA,Schuylkill,0.469053149
OR,Multnomah,28.9,41051,OR,Multnomah,0.877841473
OK,Delaware,43.0,40041,OK,Delaware,0.301372409
OK,Pawnee,40.7,40117,OK,Pawnee,0.610463321
OK,Lincoln,42.3,40081,OK,Lincoln,0.570694804
OK,Noble,40.5,40103,OK,Noble,0.629892945
RI,Washington,25.0,44009,RI,Washington,0.763443768
OH,Monroe,43.0,39111,OH,Monroe,0.662446618
PA,Clinton,35.3,42035,PA,Clinton,0.579603255
OR,Tillamook,30.8,41057,OR,Tillamook,0.4372859
PA,Snyder,36.5,42109,PA,Snyder,0.719299555
OR,Polk,34.4,41053,OR,Polk,0.547045946
PA,Adams,37.3,42001,PA,Adams,0.603453338
PA,Washington,38.2,42125,PA,Washington,0.77368319
OR,Lincoln,32.0,41041,OR,Lincoln,0.553545654
PA,Huntingdon,35.8,42061,PA,Huntingdon,0.470957607
OR,Clackamas,29.0,41005,OR,Clackamas,0.578753114
PA,Delaware,31.4,42045,PA,Delaware,0.758707941
OK,Okmulgee,44.2,40111,OK,Okmulgee,0.549249351
SC,Barnwell,43.4,45011,SC,Barnwell,0.865176618
OH,Wayne,40.1,39169,OH,Wayne,0.648261786
RI,Bristol,25.6,44001,RI,Bristol,0.744570851
OH,Warren,34.1,39165,OH,Warren,0.629162967
OK,Tillman,42.4,40141,OK,Tillman,0.553326905
OR,Clatsop,30.3,41007,OR,Clatsop,0.915320516
OR,Coos,31.1,41011,OR,Coos,0.587226272
OH,Perry,42.9,39127,OH,Perry,0.414193004
OR,Linn,34.8,41043,OR,Linn,0.595174491
OK,Payne,38.5,40119,OK,Payne,0.795058429
OH,Morrow,42.6,39117,OH,Morrow,0.423597187
SC,Allendale,44.5,45005,SC,Allendale,0.480134428
OH,Pike,40.6,39131,OH,Pike,0.577721596
PA,Warren,34.6,42123,PA,Warren,0.513993502
OR,Lane,32.5,41039,OR,Lane,0.778096318
OK,Kingfisher,41.3,40073,OK,Kingfisher,0.506136894
RI,Newport,27.6,44005,RI,Newport,1.014223576
OK,Seminole,43.0,40133,OK,Seminole,0.6186077
PA,Bradford,34.9,42015,PA,Bradford,0.54798162
OR,Umatilla,37.8,41059,OR,Umatilla,0.553040445
OH,Miami,39.8,39109,OH,Miami,0.799880922
PA,Clarion,35.7,42031,PA,Clarion,0.678762555
SC,Florence,38.8,45041,SC,Florence,0.806756377
SC,Abbeville,38.7,45001,SC,Abbeville,0.573676467
OH,Montgomery,41.5,39113,OH,Montgomery,0.944301248
OR,Grant,30.9,41023,OR,Grant,0.417827308
PA,Dauphin,34.3,42043,PA,Dauphin,0.836090505
OH,Noble,44.8,39121,OH,Noble,0.696184933
SC,Colleton,44.8,45029,SC,Colleton,0.773725331
OH,Wyandot,40.0,39175,OH,Wyandot,0.783013225
PA,Carbon,34.4,42025,PA,Carbon,0.530578494
OK,Pontotoc,43.3,40123,OK,Pontotoc,0.703179955
RI,Providence,32.4,44007,RI,Providence,0.818478465
PA,Lawrence,35.8,42073,PA,Lawrence,0.63467437
PA,Greene,36.0,42059,PA,Greene,0.982566476
OH,Ottawa,41.2,39123,OH,Ottawa,0.919186175
OK,Major,41.6,40093,OK,Major,0.395830572
PA,Monroe,37.7,42089,PA,Monroe,0.652350247
SC,Georgetown,33.9,45043,SC,Georgetown,0.599813759
OK,Hughes,47.6,40063,OK,Hughes,0.457108021
OH,Van Wert,42.3,39161,OH,Van Wert,0.781277716
SC,Dillon,42.3,45033,SC,Dillon,0.724470615
OK,Ottawa,44.0,40115,OK,Ottawa,0.453382552
OK,Adair,43.6,40001,OK,Adair,0.546572506
PA,Union,35.3,42119,PA,Union,0.609563351
OK,Caddo,41.0,40015,OK,Caddo,0.522939622
PA,Columbia,37.2,42037,PA,Columbia,0.77110517
OK,Choctaw,45.4,40023,OK,Choctaw,0.614502251
OH,Williams,41.5,39171,OH,Williams,0.793108165
OH,Tuscarawas,43.7,39157,OH,Tuscarawas,0.806311011
OK,Woodward,42.0,40153,OK,Woodward,0.858065844
OR,Douglas,35.1,41019,OR,Douglas,0.610610247
OR,Malheur,38.3,41045,OR,Malheur,0.548687994
PA,Lancaster,35.7,42071,PA,Lancaster,0.646292865
SC,Berkeley,36.6,45015,SC,Berkeley,0.546640277
OR,Morrow,37.4,41049,OR,Morrow,0.256410271
OR,Curry,31.7,41015,OR,Curry,0.600729465
PA,Forest,40.4,42053,PA,Forest,0.430725068
PA,Pike,33.9,42103,PA,Pike,0.428021103
PA,Lackawanna,33.2,42069,PA,Lackawanna,0.794300199
OK,Pottawatomie,42.6,40125,OK,Pottawatomie,0.849338353
OK,Texas,41.3,40139,OK,Texas,0.550082505
OR,Baker,34.3,41001,OR,Baker,0.491279781
SC,Aiken,37.0,45003,SC,Aiken,0.717198312
PA,Tioga,38.8,42117,PA,Tioga,0.470518321
OK,Murray,44.4,40099,OK,Murray,0.788247943
OK,Johnston,43.7,40069,OK,Johnston,0.277161866
PA,York,35.3,42133,PA,York,0.71040386
SC,Chester,42.0,45023,SC,Chester,0.527426183
SC,Darlington,41.4,45031,SC,Darlington,0.57135123
OR,Wasco,32.9,41065,OR,Wasco,0.719615221
OR,Union,35.6,41061,OR,Union,0.677940547
OK,Pittsburg,41.4,40121,OK,Pittsburg,0.663934588
PA,Beaver,37.2,42007,PA,Beaver,0.738120854
OH,Richland,39.8,39139,OH,Richland,0.744472265
OR,Jefferson,34.9,41031,OR,Jefferson,0.482780814
OH,Paulding,39.4,39125,OH,Paulding,0.536250532
OK,Okfuskee,44.6,40107,OK,Okfuskee,0.254993618
PA,Montgomery,31.2,42091,PA,Montgomery,0.775901258
OK,Garfield,42.3,40047,OK,Garfield,0.788578749
PA,Wyoming,35.8,42131,PA,Wyoming,0.564822853
PA,Susquehanna,33.2,42115,PA,Susquehanna,0.474928766
PA,Centre,34.7,42027,PA,Centre,0.681131423
PA,Berks,35.0,42011,PA,Berks,0.638929069
OH,Washington,44.7,39167,OH,Washington,0.871722639
PA,Cumberland,33.0,42041,PA,Cumberland,0.777778208
SC,Beaufort,27.9,45013,SC,Beaufort,0.725763559
SC,Cherokee,32.3,45021,SC,Cherokee,0.645543993
OK,Rogers,40.9,40131,OK,Rogers,0.504535437
PA,Clearfield,36.9,42033,PA,Clearfield,0.585152388
OK,Le Flore,42.7,40079,OK,Le Flore,0.42054671
PA,Bucks,30.4,42017,PA,Bucks,0.759569883
OK,Oklahoma,39.4,40109,OK,Oklahoma,0.970099807
PA,Fayette,34.8,42051,PA,Fayette,0.757067263
PA,Juniata,36.1,42067,PA,Juniata,0.284333229
OK,Tulsa,37.0,40143,OK,Tulsa,0.913944721
OK,Coal,43.2,40029,OK,Coal,0.536960781
OH,Preble,38.5,39135,OH,Preble,0.563228548
PA,Mifflin,38.7,42087,PA,Mifflin,0.521014214
OK,Washington,41.6,40147,OK,Washington,0.61276859
OK,McCurtain,45.1,40089,OK,McCurtain,0.457707793
SC,Calhoun,38.4,45017,SC,Calhoun,0.343548179
OK,Blaine,43.6,40011,OK,Blaine,0.63512224
OK,Bryan,41.2,40013,OK,Bryan,0.59186089
OH,Muskingum,41.2,39119,OH,Muskingum,0.918391049
PA,Lycoming,35.6,42081,PA,Lycoming,0.706657588
OH,Wood,35.7,39173,OH,Wood,0.84659797
PA,Somerset,36.6,42111,PA,Somerset,0.466289967
SC,Anderson,38.5,45007,SC,Anderson,0.748704433
OK,Pushmataha,43.5,40127,OK,Pushmataha,0.364630818
PA,Wayne,35.2,42127,PA,Wayne,0.37136212
OK,Cleveland,36.9,40027,OK,Cleveland,0.794242442
PA,Northumberland,37.7,42097,PA,Northumberland,0.587205589
OK,Woods,40.7,40151,OK,Woods,0.57557267
OH,Trumbull,44.6,39155,OH,Trumbull,0.772357702
PA,Elk,37.8,42047,PA,Elk,0.472861141
PA,Indiana,40.1,42063,PA,Indiana,0.549818337
SC,Charleston,28.8,45019,SC,Charleston,0.909132242
SC,Clarendon,45.6,45027,SC,Clarendon,0.508753538
OR,Columbia,36.9,41009,OR,Columbia,0.453892112
OH,Ross,42.2,39141,OH,Ross,0.706621289
OK,Comanche,43.8,40031,OK,Comanche,0.73493588
SC,Chesterfield,39.8,45025,SC,Chesterfield,0.526246548
OK,Marshall,43.7,40095,OK,Marshall,0.525885224
PA,McKean,36.3,42083,PA,McKean,0.669427037
PA,Allegheny,32.0,42003,PA,Allegheny,0.880829632
OK,Craig,43.6,40035,OK,Craig,0.563618422
OK,Canadian,42.4,40017,OK,Canadian,0.613609076
PA,Butler,32.7,42019,PA,Butler,0.713775873
OR,Yamhill,34.5,41071,OR,Yamhill,0.464407802
OH,Union,37.4,39159,OH,Union,0.483164221
OH,Stark,38.3,39151,OH,Stark,0.916781127
OR,Klamath,38.4,41035,OR,Klamath,0.741936862
OK,Garvin,42.4,40049,OK,Garvin,0.866707623
OR,Harney,34.8,41025,OR,Harney,0.949410021
PA,Lehigh,34.3,42077,PA,Lehigh,0.717364013
OR,Gilliam,31.8,41021,OR,Gilliam,1.518987298
OK,Cherokee,44.3,40021,OK,Cherokee,0.489606082
PA,Montour,35.3,42093,PA,Montour,0.60968852
OR,Lake,34.1,41037,OR,Lake,0.629009962
SC,Dorchester,36.4,45035,SC,Dorchester,0.555096328
OK,Mayes,43.1,40097,OK,Mayes,0.704704523
OK,Haskell,43.7,40061,OK,Haskell,0.316155553
PA,Potter,38.2,42105,PA,Potter,0.486233503
PA,Lebanon,37.3,42075,PA,Lebanon,0.57177949
OK,Wagoner,43.5,40145,OK,Wagoner,0.349713594
PA,Chester,29.5,42029,PA,Chester,0.645456433
PA,Fulton,36.0,42057,PA,Fulton,0.275843054
OK,McClain,37.9,40087,OK,McClain,0.749733984
SC,Bamberg,44.3,45009,SC,Bamberg,0.79102546
OK,Muskogee,44.6,40101,OK,Muskogee,0.85786128
PA,Venango,35.5,42121,PA,Venango,0.496741384
PA,Blair,36.2,42013,PA,Blair,0.859454393
OH,Putnam,40.0,39137,OH,Putnam,0.772567868
OK,McIntosh,42.1,40091,OK,McIntosh,0.560224116
PA,Northampton,33.7,42095,PA,Northampton,0.725746334
SC,Greenwood,40.5,45047,SC,Greenwood,0.816050887
PA,Luzerne,38.7,42079,PA,Luzerne,0.646724403
OH,Summit,39.5,39153,OH,Summit,0.909316957
OH,Scioto,43.7,39145,OH,Scioto,0.780125618
TX,Blanco,34.8,48031,TX,Blanco,0.978074849
SC,Sumter,40.9,45085,SC,Sumter,0.705152333
TN,Lewis,39.0,47101,TN,Lewis,0.647092104
TN,Fentress,40.1,47049,TN,Fentress,0.372598082
TN,Macon,40.4,47111,TN,Macon,0.443066031
SC,Newberry,38.7,45071,SC,Newberry,0.598257244
TN,Grainger,38.0,47057,TN,Grainger,0.339486539
TN,Anderson,38.3,47001,TN,Anderson,0.928337514
TN,Coffee,39.6,47031,TN,Coffee,0.694058836
TN,Lauderdale,44.5,47097,TN,Lauderdale,0.275038302
SC,Marlboro,46.0,45069,SC,Marlboro,0.469098151
SD,Walworth,34.8,46129,SD,Walworth,1.499250412
TN,Decatur,41.5,47039,TN,Decatur,0.430997342
TN,Weakley,40.0,47183,TN,Weakley,0.629987419
TN,Rutherford,33.8,47149,TN,Rutherford,0.787004709
TX,Bowie,40.9,48037,TX,Bowie,1.048341393
TX,Clay,34.5,48077,TX,Clay,0.379146934
TN,Marion,40.8,47115,TN,Marion,0.760614038
TN,Sequatchie,38.9,47153,TN,Sequatchie,0.593041658
SC,Kershaw,36.5,45055,SC,Kershaw,0.563196599
TX,Coryell,37.7,48099,TX,Coryell,0.469134837
TX,Bee,43.0,48025,TX,Bee,0.461353928
SD,Codington,39.8,46029,SD,Codington,0.709572136
TX,Crane,40.3,48103,TX,Crane,0.62959075
TN,Shelby,42.6,47157,TN,Shelby,0.834386528
TN,Loudon,36.3,47105,TN,Loudon,0.728464782
SD,Hughes,34.8,46065,SD,Hughes,0.634517789
TN,Gibson,40.0,47053,TN,Gibson,0.508553863
SC,York,31.2,45091,SC,York,0.563808978
SD,Lake,35.8,46079,SD,Lake,0.560538113
TN,Dickson,35.1,47043,TN,Dickson,0.809180498
SD,Hand,34.5,46059,SD,Hand,1.279181361
SD,Lawrence,35.0,46081,SD,Lawrence,0.800884783
TN,Sullivan,40.7,47163,TN,Sullivan,0.988945246
SD,Beadle,34.7,46005,SD,Beadle,0.594177067
TN,McNairy,43.1,47109,TN,McNairy,0.544831872
SD,Grant,33.1,46051,SD,Grant,0.857142866
TN,Campbell,39.2,47013,TN,Campbell,0.727966487
SD,Charles Mix,38.5,46023,SD,Charles Mix,0.647808254
TN,Cumberland,37.4,47035,TN,Cumberland,0.535688221
TN,Trousdale,38.6,47169,TN,Trousdale,0.3491925
TN,Houston,38.1,47083,TN,Houston,0.482392669
SC,Union,42.9,45087,SC,Union,0.518691421
SD,Brookings,37.8,46011,SD,Brookings,0.730275512
SC,Hampton,43.7,45049,SC,Hampton,0.997064173
TN,Hardin,37.5,47071,TN,Hardin,0.508149922
SC,Jasper,37.5,45053,SC,Jasper,0.601494253
SD,Custer,37.5,46033,SD,Custer,0.665409803
TN,Meigs,38.0,47121,TN,Meigs,0.319182903
TX,Chambers,38.7,48071,TX,Chambers,0.723842919
SD,Brule,36.8,46015,SD,Brule,0.951655865
TX,Bell,39.0,48027,TX,Bell,0.729873717
TN,Clay,39.4,47027,TN,Clay,0.524315119
TX,Brown,38.3,48049,TX,Brown,0.90346241
TN,Dyer,41.3,47045,TN,Dyer,0.654075682
SC,Lancaster,36.0,45057,SC,Lancaster,0.594494998
SD,Fall River,36.5,46047,SD,Fall River,0.44722718
SD,Clay,39.9,46027,SD,Clay,0.772146583
TN,Carter,41.3,47019,TN,Carter,0.655819058
SC,Oconee,31.6,45073,SC,Oconee,0.562394559
TN,Sumner,38.4,47165,TN,Sumner,0.588051796
TN,Moore,36.5,47127,TN,Moore,0.621310949
TN,Madison,39.5,47113,TN,Madison,0.925172806
SD,Lincoln,32.6,46083,SD,Lincoln,0.412573993
SD,Tripp,41.2,46123,SD,Tripp,0.74390924
TN,Henderson,43.0,47077,TN,Henderson,0.641116977
TX,Castro,40.4,48069,TX,Castro,0.540832877
TX,Bosque,37.0,48035,TX,Bosque,0.645057261
SC,Laurens,41.0,45059,SC,Laurens,0.530324221
TN,Grundy,37.6,47061,TN,Grundy,0.222469404
TN,Maury,40.7,47119,TN,Maury,0.86354053
TN,DeKalb,41.7,47041,TN,DeKalb,0.335940868
TN,Washington,37.1,47179,TN,Washington,0.905137062
TN,Monroe,36.1,47123,TN,Monroe,0.699493408
SC,Horry,34.7,45051,SC,Horry,0.911207855
TN,Fayette,36.8,47047,TN,Fayette,0.336376756
TN,Franklin,39.0,47051,TN,Franklin,0.423678935
TX,Cherokee,39.1,48073,TX,Cherokee,0.52955085
TN,Unicoi,36.8,47171,TN,Unicoi,0.732188106
SC,McCormick,38.3,45065,SC,McCormick,0.530222714
TX,Comal,39.1,48091,TX,Comal,0.752372384
SD,Yankton,35.3,46135,SD,Yankton,0.70354408
TX,Bexar,37.3,48029,TX,Bexar,0.733167112
TX,Baylor,35.9,48023,TX,Baylor,0.852757275
TN,Stewart,36.6,47161,TN,Stewart,0.288621098
SC,Lee,49.1,45061,SC,Lee,0.419136584
TN,Putnam,38.4,47141,TN,Putnam,0.753747106
TN,Haywood,44.3,47075,TN,Haywood,0.941065729
TN,Blount,33.4,47009,TN,Blount,0.615950882
TX,Bandera,36.0,48019,TX,Bandera,0.419093907
TX,Childress,41.1,48075,TX,Childress,1.259974837
TN,Jackson,35.5,47087,TN,Jackson,0.337154418
TX,Archer,36.1,48009,TX,Archer,0.343642622
TN,Hawkins,37.5,47073,TN,Hawkins,0.493174821
TN,Warren,39.2,47177,TN,Warren,0.552818179
TN,Lincoln,40.5,47103,TN,Lincoln,0.521134913
TN,Greene,38.0,47059,TN,Greene,0.718690276
TX,Burnet,41.7,48053,TX,Burnet,0.684752166
TN,Hickman,39.7,47081,TN,Hickman,0.236341432
TN,Polk,37.6,47139,TN,Polk,0.534600556
SD,Union,32.6,46127,SD,Union,0.308794469
TX,Collin,28.6,48085,TX,Collin,0.920649707
TN,Sevier,39.4,47155,TN,Sevier,1.2192173
TN,Cannon,36.2,47015,TN,Cannon,0.404122055
TX,Austin,36.3,48015,TX,Austin,0.567196071
TX,Cameron,47.6,48061,TX,Cameron,0.683672011
TN,Knox,37.5,47093,TN,Knox,0.975591302
TX,Andrews,39.0,48003,TX,Andrews,0.582657993
SD,Pennington,34.6,46103,SD,Pennington,0.698721588
TX,Brazoria,39.6,48039,TX,Brazoria,0.662255108
SC,Lexington,39.0,45063,SC,Lexington,0.796194077
TX,Anderson,39.5,48001,TX,Anderson,0.501686692
TN,Carroll,40.6,47017,TN,Carroll,0.467979401
TN,Cocke,41.5,47029,TN,Cocke,0.55210489
SD,Brown,35.9,46013,SD,Brown,0.851876736
SD,Day,37.8,46037,SD,Day,0.748362958
TN,Smith,36.9,47159,TN,Smith,0.394380093
TX,Bastrop,40.2,48021,TX,Bastrop,0.513094842
TN,McMinn,40.4,47107,TN,McMinn,0.664108634
TN,Cheatham,37.4,47021,TN,Cheatham,0.583927393
TN,Johnson,39.1,47091,TN,Johnson,0.784357667
SD,Hutchinson,34.1,46067,SD,Hutchinson,0.411974728
TN,Hamblen,38.7,47063,TN,Hamblen,0.936876059
TX,Callahan,36.4,48059,TX,Callahan,0.779588938
TN,Claiborne,41.1,47025,TN,Claiborne,0.468413323
SC,Pickens,36.8,45077,SC,Pickens,0.828234971
TN,Tipton,39.4,47167,TN,Tipton,0.387609422
TX,Bailey,37.9,48017,TX,Bailey,0.59728235
TN,Roane,39.4,47145,TN,Roane,0.705781817
TN,Bradley,39.2,47011,TN,Bradley,0.779308915
TX,Collingsworth,39.4,48087,TX,Collingsworth,1.39033711
TN,Rhea,39.3,47143,TN,Rhea,0.657835722
TX,Aransas,40.3,48007,TX,Aransas,0.629881561
TN,Montgomery,42.6,47125,TN,Montgomery,0.695446014
TN,Williamson,28.7,47187,TN,Williamson,0.83962369
TN,Morgan,40.2,47129,TN,Morgan,0.233306885
TX,Caldwell,39.0,48055,TX,Caldwell,0.522976875
SD,Butte,34.9,46019,SD,Butte,0.569368005
TX,Coleman,38.2,48083,TX,Coleman,0.61728394
TN,Benton,39.8,47005,TN,Benton,0.619924366
TN,Lawrence,41.0,47099,TN,Lawrence,0.675189078
TX,Comanche,39.1,48093,TX,Comanche,0.654545426
SD,Davison,36.9,46035,SD,Davison,0.908540249
SC,Spartanburg,36.4,45083,SC,Spartanburg,0.714274764
TN,Union,37.7,47173,TN,Union,0.495368302
TX,Cooke,37.3,48097,TX,Cooke,0.82139492
TX,Brazos,36.9,48041,TX,Brazos,0.8944121
TX,Atascosa,43.0,48013,TX,Atascosa,0.522001386
TN,Giles,38.2,47055,TN,Giles,0.745005071
TX,Camp,39.9,48063,TX,Camp,0.612557411
SC,Saluda,38.9,45081,SC,Saluda,0.295348257
SC,Orangeburg,47.1,45075,SC,Orangeburg,0.87880671
TX,Carson,34.2,48065,TX,Carson,0.512470126
TN,Hardeman,47.5,47069,TN,Hardeman,0.523433745
SC,Marion,42.4,45067,SC,Marion,0.828967452
TX,Armstrong,34.4,48011,TX,Armstrong,1.605136395
TN,Bedford,41.3,47003,TN,Bedford,0.498216391
TX,Burleson,38.4,48051,TX,Burleson,0.378092259
SD,Oglala Lakota,43.9,46102,SD,Oglala Lakota,0.213219613
TN,Humphreys,37.7,47085,TN,Humphreys,0.753093064
SC,Williamsburg,47.2,45089,SC,Williamsburg,0.33528918
TN,Perry,38.8,47135,TN,Perry,0.49388814
TX,Colorado,39.7,48089,TX,Colorado,0.786672831
TN,Overton,38.0,47133,TN,Overton,0.620402396
TN,Jefferson,38.8,47089,TN,Jefferson,0.632831275
TN,Scott,41.2,47151,TN,Scott,0.679040313
TN,Hamilton,33.3,47065,TN,Hamilton,0.941715837
TX,Brooks,45.0,48047,TX,Brooks,1.005169392
TN,Wayne,40.3,47181,TN,Wayne,0.181554109
TN,Obion,40.9,47131,TN,Obion,0.597391367
SC,Richland,33.9,45079,SC,Richland,0.787493646
TX,Angelina,41.1,48005,TX,Angelina,0.783446252
TN,Crockett,39.1,47033,TN,Crockett,0.493653029
TN,Davidson,32.3,47037,TN,Davidson,1.089061022
TX,Brewster,35.9,48043,TX,Brewster,1.190862775
TN,Wilson,36.8,47189,TN,Wilson,0.708836854
SD,Meade,33.3,46093,SD,Meade,0.34979713
TN,Robertson,37.7,47147,TN,Robertson,0.747146308
TN,Marshall,40.1,47117,TN,Marshall,0.599725842
TN,Henry,39.4,47079,TN,Henry,0.873471439
SD,Minnehaha,33.9,46099,SD,Minnehaha,0.849185646
TX,Cass,38.6,48067,TX,Cass,0.702834785
TN,Chester,39.2,47023,TN,Chester,0.573657632
TX,Calhoun,36.7,48057,TX,Calhoun,0.571401358
TN,White,39.8,47185,TN,White,0.577471375
TX,Wood,35.9,48499,TX,Wood,0.496856838
TX,Nueces,44.0,48355,TX,Nueces,0.842631638
TX,Pecos,42.0,48371,TX,Pecos,0.508970618
TX,Kendall,32.8,48259,TX,Kendall,0.721307397
TX,Fayette,36.0,48149,TX,Fayette,0.861157894
TX,Harrison,39.9,48203,TX,Harrison,0.662790358
TX,Parmer,40.0,48369,TX,Parmer,0.420079827
TX,Houston,40.4,48225,TX,Houston,0.525509059
TX,Dallam,40.1,48111,TX,Dallam,0.962463915
UT,Summit,23.1,49043,UT,Summit,1.129438281
TX,Hill,37.1,48217,TX,Hill,0.756634057
TX,Mills,34.9,48333,TX,Mills,0.619834721
